id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
881,"Ad for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-12 07:57:22.390000+00:00
882,"Opened tinybee_20141031052726.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-12 07:57:27.911000+00:00
883,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-12 07:57:39.212000+00:00
884,          Hourly restart,blank,blank,blank,blank,2014-12-12 08:03:30.165000+00:00
885,"Ad for New Additions,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-12 10:04:15.532000+00:00
886,"Local artists preference value button,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-12 10:04:22.454000+00:00
887,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/New_Additions/?prefN0=Local&prefV0=24060",blank,,blank,,2014-12-12 10:04:23.783000+00:00
888,"info@cardisle.com email address,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-12 10:04:24.936000+00:00
889,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-12 10:04:31.043000+00:00
890,"Subcategory Birthday button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-12 10:04:32.687000+00:00
891,"Opened eiffelTower.jpg,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:02.492000+00:00
892,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:03.812000+00:00
893,"Opened retroFlowers.jpg,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:06.855000+00:00
894,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:07.700000+00:00
895,"Opened eli_christopher_20140913052723.jpg,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:19.303000+00:00
896,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:20.156000+00:00
897,"Opened katealbee_20140923021932.jpg,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:22.742000+00:00
898,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-12 10:05:23.473000+00:00
