id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
5392,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 18:29:43.480000+00:00
5393,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-15 18:29:47.068000+00:00
5394,"Opened m_helton26._20141210172703.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-15 18:30:12.556000+00:00
5395,"Back of card button clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-15 18:30:18.778000+00:00
5396,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-15 18:30:22.085000+00:00
5397,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-15 18:30:28.904000+00:00
5398,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Merry Christmas!,blank,,2014-12-15 18:30:42.821000+00:00
5399,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"NEWLINEMerry Christmas!",blank,,2014-12-15 18:30:49.544000+00:00
5400,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"NEWLINEMerry Christmas!",blank,,2014-12-15 18:30:50.667000+00:00
5401,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"To: JuliaNEWLINEMerry Christmas!",blank,,2014-12-15 18:31:20.046000+00:00
5402,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"To: JuliaNEWLINEMerry Christmas!NEWLINE",blank,,2014-12-15 18:31:26.906000+00:00
5403,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"To: JuliaNEWLINENEWLINEMerry Christmas!NEWLINE",blank,,2014-12-15 18:31:33.088000+00:00
5404,"Checkout button,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,m_helton26._20141210172703.jpg,2014-12-15 18:32:09.874000+00:00
5405,"credit,,,1418668345----------------------------------------------------------------------------------------",blank,,blank,m_helton26._20141210172703.jpg,2014-12-15 18:32:25.077000+00:00
5406,"Error file: Exception in thread ""main"" java.lang.Exception: Response returnCode: 8, returnMessage: Payment method not accepted Please try a different card, approvedAmount: 0NEWLINE",blank,blank,blank,blank,2014-12-15 18:32:30.059000+00:00
5407,"Invalid Card Type.,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,m_helton26._20141210172703.jpg,2014-12-15 18:32:40.090000+00:00
5408,"credit,JONGWON,LEE,1418668368----------------------------------------------------------------------------------------",blank,,blank,m_helton26._20141210172703.jpg,2014-12-15 18:32:47.810000+00:00
5409,"Card accepted,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,m_helton26._20141210172703.jpg,2014-12-15 18:32:52.787000+00:00
5410,blank,blank,blank,blank,blank,2014-12-15 18:32:53.016000+00:00
5411,blank,blank,blank,blank,blank,2014-12-15 18:32:53.155000+00:00
5412,---Printer Canon MG7100 series Printer has low toner.---,blank,blank,blank,blank,2014-12-15 18:33:07.971000+00:00
